id,object_id,school,type_of_school,region,province,legislative,division,municipality,district,barangay,total_enrollees,total_instructors,color_code,gps_source,count,school_type,color_zone,annual_per_capita_poverty_threshold_2018,poverty_incidence_among_families,population_as_of_may_2020,unemployment_rate_per_region
105088,12341,STA. INES ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL NORTH,STA INES,665,15,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105089,12342,STA. LUCIA ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL NORTH,STA LUCIA,361,10,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105090,12343,TARTARO ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL NORTH,TARTARO,773,19,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105091,12344,BAGONG PAG-ASA PS,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,BAGONG PAGASA,83,4,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105092,12345,BAGONG SILANG E/S,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,BAGONG SILANG,160,3,GOLD,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105094,12346,BALITE ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,BALITE,208,8,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105095,12347,BATASAN ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,BATASAN,738,18,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105096,12348,BIAK NA BATO ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,BIAK NA BATO,323,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105102,12349,MAGMARALE ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,MAGMARALE,284,8,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
105106,12350,PALIWASAN ES,SCHOOL WITH NO ANNEXES,REGION III,BULACAN,3RD,BULACAN,SAN MIGUEL,SAN MIGUEL SOUTH,PALIWASAN,341,6,RED,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,27244.15139,3.548354724,3708890,13.06675666
109897,12351,DUYAY ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,BOAC,BOAC SOUTH,DUYAY,355,10,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109908,12352,BUENAVISTA CS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,BUENAVISTA,BUENAVISTA,BARANGAY I,727,21,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109909,12353,CAIGANGAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,BUENAVISTA,BUENAVISTA,CAIGANGAN,337,8,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109911,12354,DAYKITIN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,BUENAVISTA,BUENAVISTA,DAYKITIN,325,10,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109925,12355,BANOT-MAHUNIG ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,BANOT,241,9,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109926,12356,BOGNUYAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,BOGNUYAN,411,13,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109928,12357,DAWIS ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,DAWIS,443,14,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109929,12358,GASAN CS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,POBLACION,769,23,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109939,12359,BALANACAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,BALANACAN,552,17,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109940,12360,BINTAKAY ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,BINTAKAY,288,12,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109942,12361,BUTANSAPA ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,BUTANSAPA,202,14,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109943,12362,CAPAYANG ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,CAPAYANG,224,9,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109947,12363,LAMESA ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,LAMESA,80,4,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109956,12364,PUTING BUHANGIN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,PUTING BUHANGIN,121,6,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109957,12365,SAYAO ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,SAYAO,250,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109960,12366,ALOBO ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ EAST,ALOBO,237,9,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109973,12367,SANTA CRUZ EAST CS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ EAST,LAPULAPU,530,20,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109977,12368,TAWIRAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ EAST,TAWIRAN,194,8,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109981,12369,BALOGO ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,BALOGO,154,7,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109986,12370,HUPI ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,HUPI,244,11,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109987,12371,IPIL ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,IPIL,347,15,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109990,12372,KASILY ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,KASILY,204,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109992,12373,LUSOK ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,LUSOK,144,7,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109995,12374,SANTA CRUZ NORTH CS (LANDY ES),SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,LANDY,263,11,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
110008,12375,SAN ANTONIO ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ SOUTH,SAN ANTONIO,128,8,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
110010,12376,TAPIAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ SOUTH,KILIKILO,137,10,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301528,12377,ALOBO NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ EAST,ALOBO,182,6,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301529,12378,ARGAO NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,ARGAO,289,8,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301530,12379,BALANACAN NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,BALANACAN,296,11,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301531,12380,BANGBANG NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,BANGBANG,1016,24,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301532,12381,BOGNUYAN NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,BOGNUYAN,847,19,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301534,12382,BOTILAO NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,BOTILAO,111,7,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301535,12383,BUENAVISTA NHS,MOTHER SCHOOL,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,BUENAVISTA,BUENAVISTA,POBLACION,1044,22,YELLOW,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301540,12384,BUTANSAPA NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,BUTANSAPA,243,8,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301543,12385,HUPI NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,HUPI,203,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301545,12386,IPIL NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,IPIL,277,10,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301546,12387,KASILY NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,KASILY,151,7,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301561,12388,SAYAO NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,MOGPOG,MOGPOG,SAYAO,247,7,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301565,12389,TAPUYAN NHS,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,TAPUYAN,236,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
309205,12390,CARMEN NHS (CABOLUTAN NHS EXT.),SCHOOL WITH NO ANNEXES,REGION IVB,ROMBLON,LONE,ROMBLON,SAN AGUSTIN,SAN AGUSTINCALATRAVA,CARMEN,218,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24087.25298,19.69382374,308985,7.255895901
111584,12391,BACACAY EAST CS,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,BACACAY,BACACAY EAST,BRGY  POBLACION,1888,48,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111634,12392,MANAWAN ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,CAMALIG,CAMALIG NORTH,MANAWAN,144,6,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111636,12393,PARIAAN ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,CAMALIG,CAMALIG NORTH,PARIAAN,173,6,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111639,12394,BALIGANG ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,CAMALIG,CAMALIG SOUTH,BALIGANG,536,19,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111649,12395,PANOYPOY ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,CAMALIG,CAMALIG SOUTH,PANOYPOY,220,9,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111657,12396,ALCALA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,ALCALA,389,13,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111658,12397,BAGTANG ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,BAGTANG,404,10,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111659,12398,BALINAD ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,BALINAD,225,6,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111662,12399,BINITAYAN ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,BINITAYAN,722,27,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111663,12400,BONGALON ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,BONGALON,177,12,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111667,12401,DARAGA NORTH CS,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,BAGUMBAYAN,2729,66,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111670,12402,KILICAO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,KILICAO,703,18,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111672,12403,MALOBAGO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,ANISLAG,515,10,GOLD,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111675,12404,MI-ISI ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,MIISI,236,6,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111676,12405,PENAFRANCIA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA NORTH,PEÑAFRANCIA,339,6,RED,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111680,12406,ANISLAG ES (DARAGA SOUTH CS),SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,ANISLAG,874,22,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111683,12407,BURGOS ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,BURGOS,199,8,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111687,12408,GAPO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,GAPO,250,7,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111689,12409,INARADO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,INARADO,275,10,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111692,12410,MABINI ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,MABINI,64,3,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111703,12411,TALAHIB ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,DARAGA LOCSIN,DARAGA SOUTH,TALAHIB,64,3,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111738,12412,BAGACAY ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,JOVELLAR,JOVELLAR,BAGACAY,137,5,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111752,12413,SAN ISIDRO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,JOVELLAR,JOVELLAR,SAN ISIDRO,222,6,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111754,12414,SAN VICENTE ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,JOVELLAR,JOVELLAR,SAN VICENTE,179,5,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111772,12415,SALVACION ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,LIBON,LIBON EAST,SALVACION,110,4,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111786,12416,BARIW ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,LIBON,LIBON WEST,BARIW,279,9,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111788,12417,BUGA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,LIBON,LIBON WEST,BUGA,674,15,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111808,12418,VILLA PETRONA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,LIBON,LIBON WEST,VILLA PETRONA,262,13,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111857,12419,CANAWAY ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,CANAWAY,497,11,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111858,12420,MALILIPOT CS,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,BARANGAY  POBLACION,939,25,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111859,12421,SALVACION ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,SALVACION,232,8,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111860,12422,SAN ANTONIO ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,SAN ANTONIO,380,11,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111864,12423,SAN JOSE ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,SAN JOSE,744,18,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111867,12424,STA. TERESA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALILIPOT,MALILIPOT,STA TERESA,332,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111868,12425,BALADING ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,BALADING,479,15,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111870,12426,BAYBAY ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,BAYBAY,377,9,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111874,12427,ESTANCIA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,ESTANCIA,698,19,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111875,12428,JONOP ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,JONOP,455,14,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111876,12429,LABNIG ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,LABNIG,677,17,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111877,12430,MALINAO CS,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,POBLACION,813,20,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111879,12431,MATALIPNI ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,MATALIPNI,432,11,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111880,12432,OGOB ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,OGOB,422,10,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111883,12433,SUGCAD ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,SUGCAD,270,6,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111884,12434,TAGOYTOY ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,1ST,ALBAY,MALINAO,MALINAO,TAGOYTOY,335,11,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111899,12435,MANITO CS,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,2ND,ALBAY,MANITO,MANITO,ITBA,998,25,BLUE,GPS PINNING (2009-10),1,1,COOL COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111911,12436,CAGMANABA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,OAS,OAS NORTH,CAGMANABA,570,14,BLUE,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
111916,12437,MARAMBA ES,SCHOOL WITH NO ANNEXES,REGION V,ALBAY,3RD,ALBAY,OAS,OAS NORTH,MARAMBA,664,14,YELLOW,GPS PINNING (2009-10),1,1,HOT COLOR ZONE,24902.23711,14.95525504,1374768,9.510663081
